respondent_state,investor_home_state,economic_sector,summary_of_dispute,amount_claimed_musd,year,"Primary - A - Agriculture, forestry and fishing",Primary - B - Mining and quarrying,Secondary - C - Manufacturing,"Tertiary - D - Electricity, gas, steam and air conditioning supply","Tertiary - E - Water supply; sewerage, waste management and remediation activities",Tertiary - F - Construction,Tertiary - G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Tertiary - H - Transportation and storage,Tertiary - I - Accommodation and food service activities,Tertiary - J - Information and communication,Tertiary - K - Financial and insurance activities,Tertiary - L - Real estate activities,"Tertiary - M - Professional, scientific and technical activities",Tertiary - N - Administrative and support service activities,Tertiary - O - Public administration and defence; compulsory social security,Tertiary - Q - Human health and social work activities,"Tertiary - R - Arts, entertainment and recreation",Tertiary - S - Other service activities
VEN,NLD,Secondary - C - Manufacturing,"Claims arising out of the Government’s temporary takeover and alleged interference with the claimant’s local paper and packaging manufacturing enterprise, including through the arbitrary harassment of its employees. This allegedly resulted in the claimant giving up business operations in the country in 2018.",,2018,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TZA,ITA,"Primary - A - Agriculture, forestry and fishing",Claims arising out of the Government's alleged seizure of the claimants’ cattle farming land in order to build a cement works and a power station.,,2018,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COL,ESP,Tertiary - J - Information and communication,Claims arising out of the Government’s order that certain telecommunication assets be reverted to State control upon the expiry of the mobile concession contracts.,,2018,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
MAR,USA,Secondary - C - Manufacturing,"Claims arising out of the Government’s alleged seizure of petroleum products stored at the oil refinery Société Anonyme Marocaine de l'Industrie du Raffinage (SAMIR), including oil owned by the claimants. The Government halted production at the plant and placed it under judicial liquidation controlled by trustees, allegedly due to the refinery’s financial difficulties and tax debt.",,2018,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VEN,ESP,"Tertiary - J - Information and communication;
Tertiary - M - Professional, scientific and technical activities","Claims arising out of the Government’s revocation of permits held by the Cablevisión group of companies and a criminal case initiated against the claimant in 2002, allegedly resulting in the expropriation of the claimant’s investments.",,2018,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
LBY,ARE,Secondary - C - Manufacturing,"Claims arising out of the Government’s alleged failure to protect the claimant’s investment in an oil refinery since the start of the civil war in Libya in 2011, including acts and omissions by the claimant’s joint venture partner NOC. According to the claimant, the oil refinery was damaged due to occupation and misuse, and it had to cease operations in 2013.",,2018,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TKM,DEU,Tertiary - F - Construction,"Claims arising out of the Government’s alleged interference with the claimant’s construction projects and a state-owned company’s failure to make payments to the claimant, which led to delays and the halting of construction works. A local court subsequently terminated the claimant’s construction contracts, allegedly resulting in the claimant’s insolvency.",,2018,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
ALB,ITA,"Primary - A - Agriculture, forestry and fishing",,,2018,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ESP,MEX,Tertiary - K - Financial and insurance activities,"Claims arising out of the Government’s alleged withdrawal of significant amounts of deposits from Banco Popular. The authorities allegedly refused to provide financial support during the Bank’s ensuing liquidity crisis in 2017, which led to the Bank’s forced resolution and sale to a Spanish bank – the sole bidder in the auction – for one euro.",,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ITA,FRA,"Tertiary - D - Electricity, gas, steam and air conditioning supply",,,2018,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KGZ,CHE,Tertiary - J - Information and communication,,,2018,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
CAN,USA,Primary - B - Mining and quarrying,"Claims arising out of the decision of Alberta’s provincial government in 2015 to phase out coal-fired power plants in the province by 2030. The government allegedly failed to compensate the claimant for the early closure of its coal mining operations, excluding it from a compensation scheme made available to three local coal mining operators.",,2018,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TUR,USA,Primary - B - Mining and quarrying,"Claims arising out of the Government’s revocation of seven exploration and operating licences for the Temrezli and Sefaatli uranium mining projects, allegedly due to the creation of a state monopoly over uranium mining activities in the country.",,2018,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KAZ,EST,Tertiary - F - Construction,"Claims arising out of the Government’s alleged failure to enforce payment of a guarantee issued by state-owned company “Diplomat Stroi Servis” for a real estate project involving the claimant and a local company. Allegedly, the local company had failed to make payments due under the construction contract and the claimant was unable to collect the guarantee, despite having obtained an SCC arbitration award against “Diplomat Stroi Servis” to cover the debt.",,2018,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
NGA,CHN,Tertiary - F - Construction,,,2018,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
HRV,AUT,Tertiary - K - Financial and insurance activities,"Claims arising out of the law that prescribed a change in the currency of loans, issued in Croatia, from Swiss Franc to the Euro.",,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
